PDB_ID,TM-scoreRNA,INF-ALL,INF-WC,INF-NWC,INF-STACK,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lddt,C-lddt,length,rnatype,MSA_length,MSA_depth,Neff,method
8UYP,0.20298,0.59,0.38,0.0,0.7,0.15,0.09,0.12,0.17,0.24,,,,,,,,trros
8V1H,0.13601,0.32,0.0,0.0,0.43,0.12,0.07,0.08,0.13,0.18,0.54,0.66,,,,,,trros
8V1I,0.48961,0.24,0.0,0.0,0.35,0.64,0.33,0.51,0.75,1.0,0.62,0.67,,,,,,trros
8VCI,0.32766,0.6,0.78,0.0,0.57,0.28,0.11,0.18,0.28,0.57,0.55,0.6,,,,,,trros
8VT5,0.54258,0.58,0.81,0.25,0.52,0.67,0.25,0.61,0.83,1.0,0.67,0.74,,,,,,trros
8XZL,0.20187,0.32,0.42,0.0,0.39,0.32,0.14,0.25,0.4,0.5,0.44,0.48,,,,,,trros
8ZAU,0.25314,0.57,0.74,0.0,0.57,0.23,0.16,0.22,0.25,0.28,0.45,0.52,,,,,,trros
9BLM,0.28217,0.43,0.27,0.0,0.5,0.31,0.16,0.25,0.36,0.46,0.43,0.54,,,,,,trros
9BUN,0.28951,0.47,0.66,0.0,0.47,0.45,0.17,0.38,0.56,0.71,0.44,0.52,,,,,,trros
9DE6,0.43245,0.69,0.81,,0.66,0.4,0.2,0.3,0.41,0.7,0.65,0.69,,,,,,trros
9DE7,0.47788,0.56,0.74,0.0,0.54,0.43,0.16,0.28,0.42,0.88,0.64,0.69,,,,,,trros
9ECQ,0.35127,0.78,0.84,,0.75,0.82,0.59,0.71,1.0,1.0,0.71,0.74,,,,,,trros
9ECR,0.31863,0.56,0.61,,0.57,0.64,0.38,0.5,0.69,1.0,0.61,0.71,,,,,,trros
9EOW,0.13366,0.35,,0.0,0.56,0.26,0.17,0.24,0.24,0.38,0.56,0.78,,,,,,trros
9EWW,0.18433,0.53,0.44,0.0,0.6,0.16,0.12,0.14,0.17,0.22,0.31,0.34,,,,,,trros
9FM4,0.23808,0.56,0.76,,0.49,0.67,0.28,0.6,0.84,0.96,0.63,0.7,,,,,,trros
9FO8,0.19494,0.61,0.85,0.0,0.55,0.62,0.31,0.45,0.76,0.97,0.65,0.75,,,,,,trros
9FO9,0.21747,0.74,0.87,,0.71,0.64,0.39,0.48,0.7,1.0,0.68,0.76,,,,,,trros
9G7C,0.20089,0.62,0.74,0.18,0.61,0.15,0.08,0.12,0.19,0.22,0.46,0.5,,,,,,trros
9IO0,0.22239,0.81,0.93,,0.78,0.54,0.26,0.37,0.63,0.9,0.72,0.89,,,,,,trros
9IO1,0.20374,0.48,0.76,0.0,0.39,0.55,0.26,0.37,0.68,0.9,0.66,0.8,,,,,,trros
9IOR,0.14246,0.66,0.86,,0.57,0.54,0.21,0.37,0.68,0.9,0.7,0.85,,,,,,trros
9IOS,0.11185,0.57,0.84,0.0,0.48,0.5,0.26,0.37,0.47,0.9,0.66,0.69,,,,,,trros
9IOU,0.15908,0.69,0.93,0.0,0.64,0.49,0.26,0.32,0.53,0.84,0.67,0.73,,,,,,trros
R1205,0.25095,0.48,0.32,,0.56,0.31,0.13,0.29,0.38,0.44,0.34,0.4,,,,,,trros
R1209,0.25086,0.72,0.8,0.0,0.7,0.3,0.21,0.25,0.32,0.4,0.54,0.54,,,,,,trros
R1211,0.33897,0.61,0.7,0.0,0.61,0.33,0.12,0.3,0.38,0.53,0.53,0.53,,,,,,trros
R1212,0.23704,0.29,0.0,0.0,0.41,0.24,0.14,0.23,0.26,0.32,0.42,0.49,,,,,,trros
R1248,0.2729,0.36,0.0,0.0,0.52,0.06,0.04,0.06,0.08,0.09,0.17,0.22,,,,,,trros
R1263,0.7898,0.78,0.92,0.41,0.74,0.86,0.53,0.91,0.98,1.0,0.75,0.8,,,,,,trros
R1271,0.1657,0.36,,0.0,0.49,0.22,0.08,0.16,0.26,0.38,0.52,0.67,,,,,,trros
R1288,0.18367,0.38,0.0,0.0,0.56,0.21,0.12,0.14,0.24,0.35,0.39,0.48,,,,,,trros
R1293,0.38649,0.5,0.65,0.0,0.5,0.42,0.13,0.27,0.55,0.74,0.51,0.56,,,,,,trros
R1296,0.2846,0.62,0.71,0.0,0.62,0.31,0.22,0.26,0.32,0.42,0.55,0.6,,,,,,trros
